Product A,Product B,Product C,Product D,Product E,Product F,Product G,Product H,Product I,Product J,Product K,Product L,Product M,Product N,Product O,Product P,Product Q,Product R,Product S,Product T,Product U
0,0,22,792,0,0,0,0,0,634,0,85,17,0,0,0,0,0,0,0,0
0,0,0,0,0,193,150,0,0,0,634,28,0,0,118,0,8,489,0,0,0
0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45,0,0,77,0,0,229,388,85,105,143,15,0,0,0,0
121,0,0,0,0,0,0,114,0,0,0,199,57,0,237,0,0,0,0,0,0
1134,0,14,0,0,0,0,17,0,0,192,132,66,0,61,0,0,0,0,0,0
303,345,615,85,24,1141,571,88,38,62,0,138,0,146,223,0,0,0,1366,2532,0
582,0,0,85,0,0,0,0,360,401,0,48,0,0,49,0,10,0,0,960,0
0,95,0,0,0,0,0,0,0,0,0,237,0,45,0,0,30,0,0,300,0
1623,0,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,0,221,0,24,18,0,0,0,295,66,0,0,0,0,0,0,8376,0
0,0,0,0,266,0,13,0,10,398,45,0,70,0,242,25,0,0,0,0,0
86,0,0,212,0,263,0,0,13,0,0,173,136,128,105,2237,0,0,0,0,0
0,0,245,116,0,0,0,0,0,140,0,35,0,0,0,0,0,0,0,0,0
243,0,14,0,0,0,0,88,0,0,5,96,98,7,0,0,0,0,0,0,0
212,0,0,0,0,23,0,35,0,0,0,0,0,28,5,0,0,0,0,199,0
419,0,666,0,0,0,43,0,0,233,2697,340,339,3445,411,893,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,50,0,44,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0,0,0,21,31,570,0,0,967,0,0,0
742,0,0,687,0,0,0,0,42,923,0,103,0,0,0,0,0,356,0,0,0
0,0,294,90,0,0,0,0,0,155,0,85,78,0,0,0,9,0,0,0,0
30,730,454,2183,339,113,20,0,807,0,0,6,0,215,359,0,0,0,193,1056,0
342,120,249,0,0,348,894,19,2507,61,0,457,98,0,396,0,0,0,193,0,0
169,0,32,150,251,272,0,0,0,0,272,73,0,0,20,0,0,0,0,0,0
0,0,328,90,0,1187,634,0,0,94,0,161,0,0,11,0,202,0,63,4579,0
0,0,0,3345,0,0,0,365,0,16,0,66,28,0,0,0,0,0,0,0,0
0,0,0,63,0,91,0,0,0,0,0,168,0,0,136,0,0,0,0,2095,0
0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,2365,0
0,0,1364,2236,0,150,0,251,1344,31,0,370,68,324,102,0,46,0,0,0,0
424,0,9,30,0,294,0,206,0,31,14,66,0,0,0,0,0,10,0,0,0
0,0,485,0,0,481,0,0,0,0,0,93,0,6,115,0,0,0,0,0,0
34,82,764,409,0,0,0,0,0,0,0,46,0,0,28,680,0,0,0,0,0
546,36,0,1068,0,101,0,29,91,0,179,0,0,0,599,0,0,118,200,0,0
0,0,1657,0,0,0,4138,0,770,0,716,0,0,166,0,0,0,0,0,0,0
0,0,1265,116,0,20,0,0,0,27,37,49,0,0,10,0,409,0,0,0,0
0,0,1825,306,0,957,2745,0,126,269,0,603,0,0,0,0,41,0,0,11909,0
0,0,59,0,0,0,0,88,0,0,0,204,88,0,89,0,0,0,0,1695,0
0,0,426,4822,0,681,0,75,0,483,0,148,1135,310,0,0,0,0,0,0,0
2066,0,919,544,0,0,0,15,0,224,0,125,14,0,21,0,0,0,0,0,0
0,51,250,278,0,243,0,0,1175,204,0,0,44,1344,335,839,0,0,1121,0,47
0,762,1976,550,0,1317,0,626,9666,16,0,673,267,0,1968,0,0,0,939,0,0
0,81,1333,-21,35,0,10,0,0,80,0,186,571,36,823,0,24,554,1169,0,0
3953,66,957,470,708,102,165,0,1271,138,402,42,46,934,209,0,0,260,172,0,0
0,30,1392,0,0,207,0,0,6,0,0,461,675,291,134,0,0,0,0,0,0
0,0,0,0,221,0,0,0,0,0,0,333,62,156,0,0,0,0,0,235,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0
541,31,144,218,0,0,0,0,0,0,0,84,10,0,0,0,0,0,0,0,0
0,0,0,0,0,790,6,175,2905,57,73,204,51,92,0,0,0,30,0,0,0
376,0,243,1170,0,869,0,0,0,157,0,206,0,0,0,0,0,0,0,0,0
0,0,0,0,0,811,72,455,737,0,0,402,44,0,105,0,0,0,0,0,0
362,0,12,2888,0,0,0,0,0,79,0,0,12,6,0,0,39,0,0,0,0
0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
0,0,938,0,0,0,0,0,0,0,0,8,202,0,0,0,0,0,0,0,0
0,0,0,0,0,73,-24,0,205,0,0,48,0,85,28,0,0,0,171,300,0
0,0,389,0,0,70,0,0,181,0,0,0,22,0,285,0,0,0,0,420,0
0,0,172,42,0,16,0,0,330,0,0,0,97,171,20,0,0,0,0,0,0
0,0,0,0,69,983,0,417,0,47,478,0,0,0,395,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,109,0,211,0,18,0,16,0,0,848,0,227
0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,208,0
0,0,1469,34,0,0,0,0,0,0,0,232,120,225,141,0,67,0,0,0,0
2150,120,0,0,0,8,0,0,0,0,164,212,10,6,235,0,0,40,118,0,0
622,0,12,0,0,943,0,0,191,16,0,154,12,0,0,0,40,0,0,0,0
0,30,0,30,221,385,0,0,0,1273,205,289,68,0,0,0,48,0,0,0,0
1031,98,35,464,221,43,227,0,0,0,23,678,125,6,1334,0,0,387,0,0,346
0,0,707,1198,0,0,0,0,0,80,0,263,136,0,857,0,0,0,0,0,0
0,0,0,1591,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0
0,0,291,569,0,0,0,0,0,0,0,0,55,7,0,0,0,120,0,0,0
0,241,427,0,0,16,6,0,37,31,0,155,77,0,98,0,32,0,0,0,0
0,30,0,0,0,138,151,99,688,0,106,319,0,5,0,0,0,0,0,8826,0
4105,0,62,177,221,144,0,60,0,223,0,51,89,97,2327,689,25,338,0,0,0
3513,1000,97,32,0,0,24,17,361,138,0,464,88,0,212,0,0,0,0,0,438
0,0,78,51,0,0,56,0,231,0,0,0,30,131,0,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,94,451,78,130,0,0,0,22,0,295
0,369,208,287,0,0,0,0,177,16,0,151,138,0,1049,0,0,0,0,0,0
0,0,338,212,182,0,0,0,683,278,0,12,264,579,298,0,0,0,0,306,0
649,60,278,0,0,0,0,0,0,126,804,423,252,64,0,0,0,0,511,0,0
0,0,47,208,0,0,0,0,91,0,181,0,0,0,30,0,0,0,0,0,0
0,0,710,0,293,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0
0,0,2300,72,0,260,0,0,0,25,0,263,72,0,197,0,179,0,0,0,0
58,0,454,0,0,0,0,0,0,0,0,0,38,0,0,0,126,127,0,0,0
746,73,249,42,59,40,473,0,0,0,0,105,451,35,0,0,0,0,262,6559,0
0,0,385,0,0,0,0,0,0,335,0,63,21,0,0,0,0,0,0,0,0
25,244,17,395,0,0,0,98,666,0,0,4,68,132,0,0,0,0,0,0,0
270,64,38,688,0,0,0,0,0,0,0,23,41,375,0,0,0,0,0,0,0
34,0,509,0,0,111,0,38,0,0,0,82,5,0,195,0,0,0,216,0,0
224,0,70,143,0,0,0,432,190,0,0,395,132,0,357,0,0,0,0,0,0
0,0,748,444,0,297,0,0,0,1041,12,130,11,0,20,6,0,0,0,0,0
31,376,121,169,0,125,0,0,2628,0,175,25,139,845,94,0,0,0,200,0,0
0,0,0,0,0,0,98,31,210,0,0,85,100,121,42,0,0,0,0,0,0
382,0,465,0,0,21,0,0,0,0,0,39,40,0,0,0,0,0,0,0,0
0,148,347,0,0,175,0,0,0,0,0,53,11,213,-8,0,441,681,0,0,0
194,314,0,0,59,0,0,111,1656,31,35,134,317,66,238,0,46,0,1124,2317,0
0,0,17,881,221,0,0,0,6,0,0,99,61,11,0,0,0,0,0,1710,0
0,0,0,0,221,264,0,0,0,0,0,113,33,156,0,0,0,0,0,1507,0
0,0,1676,0,0,75,0,0,0,578,0,166,109,0,1500,0,0,0,0,0,0
420,0,422,1764,0,0,0,0,0,522,0,58,58,0,2595,0,0,0,0,0,0
0,0,222,42,0,101,0,150,0,47,0,4,12,0,0,0,0,0,0,0,0
0,236,279,168,0,0,0,0,0,0,0,71,257,7,17,0,0,7,0,0,0
0,0,76,35,74,96,0,0,199,15,41,34,63,104,263,0,7,0,53,226,135
0,0,0,0,0,192,0,19,0,0,1995,63,0,0,0,0,0,0,0,0,0
1132,0,1322,2754,507,105,45,180,0,430,2862,594,269,288,342,0,365,0,0,285,0
309,158,279,42,0,439,0,831,0,0,0,319,88,0,0,0,147,0,106,0,0
217,0,324,599,0,0,27,0,0,40,27,293,114,152,0,0,0,0,0,0,0
405,90,0,626,0,465,574,0,0,44,0,0,0,0,549,0,29,0,0,0,0
0,0,667,0,0,0,0,0,0,0,99,6,0,0,0,0,0,0,0,104,0
307,0,0,60,0,0,0,0,744,0,0,693,640,0,87,0,0,0,0,1037,490
0,0,408,34,0,145,321,0,0,16,0,227,5,4,0,0,0,0,0,0,0
0,0,424,269,0,0,110,907,0,298,0,382,1116,0,0,0,0,0,0,0,0
469,0,27,402,0,118,0,0,0,400,19,84,12,0,0,0,0,0,21,5799,0
0,0,0,918,0,0,0,0,0,1966,0,0,44,0,13,0,0,0,0,0,0
478,0,675,0,0,0,0,193,0,0,0,212,24,41,31,0,7,0,0,0,0
211,120,0,0,0,48,0,19,149,0,129,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,120,402,0,0,0,66,802,1199,384,0,0,0,0,0,82
32,0,364,1062,0,21,0,55,724,0,0,379,1105,108,760,0,0,4549,1839,6654,0
0,28,0,127,0,0,0,83,0,80,0,192,51,0,105,0,0,0,0,0,0
0,0,146,0,0,438,0,0,246,113,0,43,322,185,1183,0,24,0,0,0,271
0,219,0,9854,0,379,0,1401,92,326,0,0,18,414,0,0,81,0,0,0,0
0,0,673,646,0,0,0,437,0,0,51,51,17,0,141,0,0,0,0,0,0
0,0,0,0,0,200,0,117,0,0,0,254,0,552,0,0,0,0,0,0,0
0,67,213,0,0,488,0,0,1958,0,127,12,0,5,175,0,0,0,0,0,0
109,544,1096,569,0,711,58,0,0,94,0,0,5,-2,0,0,82,0,589,0,0
15,23,505,0,0,21,0,0,1237,121,210,83,1452,342,363,0,0,0,325,0,0
407,269,252,768,0,95,0,0,0,47,0,0,82,45,165,0,0,0,192,0,0
51,0,99,0,0,63,0,77,0,198,23,133,125,415,0,0,0,0,0,1046,0
0,181,591,52,0,425,993,19,0,684,0,345,80,0,0,0,37,0,0,0,0
0,0,420,938,0,0,0,0,0,0,0,71,0,6,14,0,0,0,0,1551,0
0,0,14,0,0,0,0,30,0,0,0,0,108,470,0,0,0,0,0,0,0
1529,0,268,0,0,54,563,542,1346,0,0,487,141,1038,814,0,0,0,0,0,0
0,0,292,606,0,9,0,0,0,0,231,51,0,0,0,0,0,0,0,0,0
0,12,68,0,0,73,967,0,316,16,0,69,0,0,155,0,0,0,351,0,0
0,0,23,634,0,341,0,317,60,0,71,0,0,334,0,0,80,0,0,0,0
0,0,3136,2311,50,97,0,0,0,1793,0,0,0,38,275,0,0,0,0,0,0
50,33,106,42,0,0,0,0,262,0,0,0,0,0,47,0,0,0,157,0,0
132,105,28,0,78,376,95,229,0,0,0,219,87,0,411,125,0,0,0,0,45
0,0,153,0,0,0,0,0,0,16,0,33,233,0,0,0,52,0,0,3086,0
1077,0,706,27262,642,254,0,0,0,475,0,430,0,152,9,0,222,0,0,0,3962
0,0,0,1120,0,0,12,0,0,204,0,0,0,0,29,0,0,0,0,5966,0
683,12,635,1043,15,356,3618,0,934,-57,304,561,529,153,18,0,0,72,0,9249,0
0,0,234,0,0,58,0,139,0,0,0,120,69,0,7,0,0,0,0,0,0
-66,0,0,1420,0,419,0,0,0,215,468,233,0,0,47,0,0,0,0,190,0
0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,825,2478,221,1024,0,0,0,281,664,394,124,12,183,21,0,174,0,0,0
0,0,587,0,0,0,0,37,0,15,0,86,0,19,0,69,0,0,110,0,0
0,307,0,0,0,0,0,113,2865,0,0,87,0,0,21,0,0,0,32,3612,0
0,0,430,90,0,103,91,0,0,158,0,0,0,0,108,75,0,32,0,0,0
188,122,0,64,0,270,78,87,0,0,0,0,210,431,28,0,0,15,33,0,0
0,0,0,0,0,0,0,0,0,442,103,0,11,0,426,0,0,0,0,0,0
66,72,0,0,0,0,0,49,339,0,26,0,0,349,190,0,0,0,182,0,0
0,71,1001,0,0,0,3727,0,0,0,0,214,0,0,150,0,0,0,0,1389,0
0,0,0,0,0,0,0,146,0,0,0,0,337,0,0,0,0,0,0,4828,0
349,61,0,0,0,114,166,163,0,0,0,0,20,0,0,0,0,0,0,0,0
0,0,540,3301,0,0,157,0,0,0,0,17,156,242,0,0,454,0,0,0,0
15,0,79,32,0,0,0,0,183,167,0,0,381,0,0,0,22,0,0,0,0
112,37,0,30,242,202,211,0,0,0,0,0,4,136,15,0,0,0,0,0,0
0,17,76,0,0,0,0,0,390,0,0,7,19,0,56,0,0,0,0,0,0
0,836,0,0,0,442,0,25,0,0,340,103,0,138,0,0,0,0,63,0,0
0,0,45,0,0,29,0,233,0,0,0,80,150,56,0,0,0,0,0,0,0
0,0,674,104,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
38,0,0,34,0,0,0,0,0,0,1008,0,0,0,7,0,0,0,0,0,0
0,108,499,28,0,23,0,0,1321,16,0,126,22,-11,0,0,0,67,196,0,0
0,84,1453,359,0,36,0,0,0,0,0,935,138,0,0,0,0,0,0,0,0
0,0,21,0,0,798,0,0,0,0,0,60,17,0,145,0,0,0,0,159,0
0,0,0,0,0,40,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
0,233,0,0,0,0,0,626,0,0,0,192,0,24,284,0,0,0,0,0,0
954,249,19,339,0,1542,0,0,0,0,0,92,47,17,46,0,63,0,137,0,0
0,0,0,0,0,2067,0,0,0,80,0,0,33,80,200,0,0,148,309,0,0
62,0,19,0,0,666,0,0,0,0,0,0,0,0,51,0,0,456,0,0,0
0,0,0,0,0,0,0,0,0,89,0,57,73,0,1423,0,16,0,0,0,0
532,0,381,6511,0,1178,1326,0,0,0,0,307,127,150,319,13,8,34,0,3715,0
214,38,1061,42,0,1030,2600,253,0,198,0,220,0,0,284,0,0,217,398,0,0
0,0,1088,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,56,0,58,105,0,0,0,0,136,5,0,0,122,0,0,0
0,446,227,0,0,0,0,0,0,0,0,13,0,0,46,0,0,0,68,0,0
0,0,650,434,0,104,0,0,0,293,0,17,22,0,0,38,0,0,0,0,0
1105,0,95,118,0,147,0,1122,2246,87,0,96,0,19,0,0,7,526,0,0,0
0,0,0,454,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,386,224,0,0,0,0,0,0,315,0
14,0,0,873,0,55,0,40,101,0,3,0,302,0,11,318,0,0,492,237,0
0,0,175,312,0,450,1341,76,0,0,488,56,23,0,65,0,0,0,0,104,0
0,0,446,0,0,45,195,0,119,0,32,201,174,0,28,0,57,0,0,0,0
216,0,1216,0,0,212,0,0,0,0,806,85,16,312,386,0,152,0,0,11247,0
0,0,0,0,0,40,0,0,28,0,0,156,900,362,0,0,0,0,0,0,0
7931,0,1287,37412,1953,1411,0,0,1799,9361,0,682,3417,3551,2072,4351,839,0,489,51886,3844
2001,562,221,257,210,215,284,254,0,305,0,448,0,115,0,0,0,0,0,4728,0
457,528,0,0,0,0,0,21,1099,78,0,181,33,0,118,0,0,0,455,0,0
0,0,669,1256,0,15,234,0,0,297,0,0,0,0,0,0,170,0,0,0,0
0,0,343,0,0,148,0,23,0,0,0,219,4,4,14,0,0,0,0,0,0
0,0,1224,3209,0,282,0,0,0,398,0,157,164,0,0,0,62,0,0,0,0
0,0,100,0,0,336,0,0,1019,62,0,0,12,0,0,0,0,0,0,0,19
0,0,0,3457,0,0,0,0,0,4831,0,0,11,497,0,32,205,3550,0,0,5784
0,0,334,0,0,24,0,0,0,0,884,276,51,0,0,0,0,0,0,16173,0
149,0,56,4871,414,0,0,116,0,845,0,283,122,225,316,0,0,0,0,2855,0
0,0,0,0,0,0,0,0,0,0,0,0,1393,0,0,0,0,0,0,0,0
0,0,0,0,0,389,0,118,0,0,91,0,0,199,0,0,0,0,0,310,0
0,217,84,0,0,459,61,0,704,16,53,60,0,0,7,0,0,0,277,0,0
340,0,234,0,0,49,26,0,0,0,0,16,5,0,10,0,2,0,0,2410,0
0,289,0,0,0,0,0,0,908,0,135,0,945,0,0,0,0,0,0,0,0
479,0,120,2137,0,1196,39,88,364,0,0,688,0,1540,200,0,0,0,394,0,0
635,0,145,1566,428,1084,13,94,418,0,23,0,223,113,0,0,0,664,0,0,0
0,0,297,0,0,0,0,0,0,101,0,115,106,0,34,0,354,0,0,0,0
144,598,28,265,0,533,0,0,0,31,0,0,0,458,0,0,0,0,197,0,0
0,25,0,0,0,154,38,0,368,0,0,76,5,704,307,0,0,90,43,3910,0
0,94,0,640,0,97,0,0,434,62,538,29,0,14,602,1491,0,1237,839,0,0
12,49,290,0,0,0,0,79,126,0,87,38,21,11,11,0,0,99,152,0,0
258,0,1049,559,0,52,0,193,0,31,6776,613,202,26,326,0,48,2306,0,0,0
0,0,4794,193,0,0,0,0,147,1177,0,426,236,1278,26,0,0,0,0,0,0
0,0,0,0,0,504,0,87,0,0,0,122,0,0,0,0,0,0,0,1996,0
0,0,26,367,0,180,0,0,447,288,0,0,16,42,256,0,0,0,0,0,0
-8,0,245,0,0,402,0,0,0,16,0,122,0,0,677,0,0,0,0,0,0
0,0,1152,932,0,167,0,20,0,0,0,219,0,0,27,0,0,0,0,0,0
0,0,224,28,0,1720,0,49,0,0,0,29,118,73,95,0,33,0,0,0,0
0,0,427,0,0,0,0,20,0,0,0,151,152,0,399,0,0,0,0,0,0
0,65,552,0,0,441,0,0,0,0,0,99,21,24,0,0,62,0,0,0,0
179,0,278,500,0,169,0,0,1315,0,0,32,5,0,103,0,0,0,122,0,0
0,0,711,427,0,461,432,18,0,386,0,383,28,46,83,0,0,0,0,169,0
0,522,1886,367,0,635,0,0,368,0,0,55,327,417,538,0,0,0,466,0,0
1447,0,267,0,0,0,0,413,0,31,0,63,0,0,31,0,0,0,0,0,0
0,0,0,85,0,174,0,18,677,0,0,0,0,88,0,0,0,0,0,0,0
0,0,0,85,0,0,0,28,246,94,0,107,106,70,0,0,58,0,0,0,0
0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4014,0
0,0,142,632,0,314,0,0,0,31,0,0,30,95,43,0,46,0,0,0,0
824,90,168,0,0,271,0,0,743,475,0,163,170,-19,169,0,0,0,422,6862,0
0,0,1102,0,0,3269,0,0,19,0,0,0,0,191,19,0,0,51,0,0,0
0,0,0,1905,0,140,0,41,1444,320,0,0,157,0,0,0,0,0,0,0,2369
0,0,0,42,0,208,0,29,0,0,0,137,136,0,0,0,0,0,0,0,0
0,0,2005,2944,632,0,0,0,0,98,0,0,62,171,0,0,0,3666,939,0,0
413,74,0,878,0,105,0,29,0,0,0,164,27,544,0,0,0,0,0,0,0
471,0,0,0,0,197,0,398,25,47,0,428,21,0,0,0,8,0,0,0,0
22,0,0,0,0,0,0,19,0,0,237,211,400,139,0,0,0,0,0,0,0
0,6,1644,0,35,67,0,0,16,0,56,601,46,5,253,0,0,0,1172,0,0
0,0,1118,1493,0,782,0,794,0,0,0,0,137,513,0,0,77,0,0,0,0
4624,0,107,0,0,970,455,0,0,173,30,477,874,531,0,0,0,0,0,0,0
339,0,441,184,0,2050,0,0,1948,0,0,290,238,662,732,0,0,0,0,0,296
3961,0,455,0,0,923,330,0,216,0,0,107,40,21,435,0,17,0,63,0,0
0,0,0,98,221,0,194,0,1479,0,0,139,56,0,102,0,0,0,0,0,0
0,0,55,0,0,0,0,0,0,0,842,192,88,0,0,0,0,0,0,0,0
0,203,62,0,0,107,1579,36,38,0,0,15,0,136,150,0,0,0,599,1572,0
0,279,1409,0,0,177,212,0,947,0,123,0,129,512,255,0,51,0,0,0,0
356,0,1353,0,0,0,0,0,0,0,60,199,67,0,0,0,0,0,0,0,0
0,0,22,0,0,157,0,80,0,0,0,0,0,0,59,0,0,0,204,0,0
21,0,184,79,0,0,380,0,61,77,15,111,27,1014,30,0,0,400,0,9532,0
0,0,833,92,0,0,0,275,0,0,567,503,55,0,20,0,0,0,0,0,0
0,158,593,0,48,662,0,0,0,0,0,141,83,103,74,0,0,0,0,10917,0
160,71,0,0,0,20,0,276,0,0,22,155,62,0,417,0,0,0,0,0,0
25,0,0,0,0,20,0,19,0,0,0,0,0,96,681,25,0,66,0,0,0
886,120,3192,0,0,28,0,579,0,929,0,291,82,-26,0,0,100,35,0,49287,0
0,0,407,0,0,0,0,0,0,0,5,48,0,0,0,0,174,0,0,0,0
1081,0,618,0,0,536,0,102,0,0,0,244,12,0,361,0,93,0,0,0,0
0,12,0,0,0,211,0,62,0,117,0,897,0,0,0,0,0,0,0,16956,0
0,0,0,42,0,0,0,0,0,0,0,49,108,0,40,0,0,0,0,997,0
821,0,625,0,0,56,0,231,0,0,0,506,0,48,0,0,0,0,0,7609,0
0,0,103,43,0,0,0,0,0,0,0,188,66,127,20,0,0,0,0,0,0
1674,103,581,0,0,522,806,0,298,0,0,121,206,350,765,0,0,711,728,0,0
0,150,283,0,0,0,0,29,0,0,0,12,0,29,64,0,0,0,0,30,0
0,0,69,0,0,65,0,0,691,155,52,87,0,5,0,0,23,0,0,134,0
0,7,440,0,0,107,0,54,571,0,12,245,338,0,60,0,0,0,0,0,0
0,0,69,0,0,68,625,0,0,0,831,0,66,279,43,0,7,1249,0,0,0
799,134,0,0,0,215,5,94,1864,401,0,147,62,148,432,0,8,2635,326,0,72
0,6,573,0,0,0,0,0,0,0,12,85,74,20,211,0,0,0,0,0,0
0,0,1093,0,0,0,0,0,0,0,0,266,45,94,0,0,0,0,76,0,0
0,0,1335,3008,0,20,0,0,0,185,29,146,48,228,92,0,0,0,0,0,0
0,0,9,180,0,0,0,0,0,71,97,108,0,0,119,0,0,0,0,7900,0
604,0,489,499,0,389,0,0,0,0,0,0,69,0,0,0,43,358,0,21391,0
0,0,62,839,0,0,0,0,0,136,0,0,0,0,219,0,0,0,0,0,168
43,0,174,0,0,106,72,97,0,0,0,236,29,0,29,0,30,0,0,0,0
569,84,504,1783,0,0,0,18,0,487,0,0,0,12,98,0,-25,0,1101,0,0
1348,0,22,509,15,169,0,0,0,0,0,0,0,6,295,0,0,774,0,0,0
216,0,162,110,0,0,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0
0,0,0,3133,0,142,0,80,0,608,0,0,64,220,0,0,0,0,0,0,0
1233,0,95,4491,221,0,440,0,0,1606,55,425,56,64,0,0,112,0,369,423,3736
1915,0,0,0,0,0,0,0,0,253,0,50,0,370,0,0,0,0,0,0,0
0,0,1126,671,0,10067,0,0,0,218,0,514,0,487,971,0,130,0,0,0,0
0,110,0,4208,0,160,7,0,182,182,0,367,70,0,346,0,477,0,0,0,0
263,30,0,0,0,305,25,20,212,0,0,84,50,183,487,0,0,0,0,6857,54
0,0,1611,245,0,692,0,0,0,16,0,0,58,8,305,0,0,0,0,0,0
34,93,130,0,221,0,1321,0,60,31,278,400,337,282,94,226,46,2477,0,0,0
782,68,95,0,437,23,28,92,1083,31,0,161,23,34,100,0,0,0,583,0,0
0,0,0,0,0,541,0,0,0,0,2,153,360,0,329,0,0,0,0,0,0
622,0,56,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
0,413,2016,2653,0,60,29,0,2335,819,806,174,69,8,2159,0,0,0,0,0,0
342,0,12,0,0,0,0,0,333,0,59,179,12,0,0,0,0,0,527,0,0
447,0,279,0,0,0,41,0,0,0,0,326,70,330,1178,0,0,210,0,0,0
258,275,0,0,0,172,12,0,0,47,0,102,160,6,0,0,0,0,170,0,881
0,0,151,248,0,45,513,0,0,71,36,0,132,0,0,0,0,0,0,0,0
0,92,1173,0,0,0,0,0,0,0,0,12,0,0,210,0,226,0,0,0,0
0,0,415,0,0,0,105,153,0,0,0,44,138,192,29,0,137,0,161,0,553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0
332,102,59,0,0,68,0,37,982,0,0,33,0,357,30,0,0,0,248,0,0
68,0,0,0,0,100,0,0,0,0,0,331,269,0,113,632,0,0,0,0,0
0,0,3910,0,0,0,23,0,0,0,756,82,0,0,245,0,0,0,0,0,0
364,510,13,0,0,1034,0,395,1297,0,29,480,0,0,0,1976,192,2997,1040,2097,108
0,0,0,0,0,672,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,18,0,0,0,0,268,0,51,0,0,31,0,470,250,21,0,1207,0,1232,0
0,64,380,50,0,105,416,0,0,396,0,0,0,260,303,0,-17,0,0,0,0
0,0,0,0,0,0,0,31,0,0,0,0,339,0,1532,0,0,0,260,0,0
555,0,1374,187,0,0,0,0,0,0,0,0,0,12,60,0,0,0,0,0,0
290,0,152,0,0,0,0,185,0,0,0,167,29,7,0,0,0,0,0,0,0
32,0,1667,0,0,711,0,2099,0,0,0,338,101,0,45,0,0,0,0,0,0
0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863
164,94,140,42,0,335,0,150,813,0,0,85,104,85,208,0,0,42,0,749,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0
0,488,263,0,0,0,0,241,924,322,0,139,460,358,162,0,0,1988,1223,0,0
0,0,263,395,0,0,1031,0,0,16,0,464,22,0,7,0,0,0,0,633,0
0,61,0,0,0,1144,0,0,52,404,0,0,0,0,0,0,0,0,0,0,0
677,6,247,0,0,20,0,0,0,0,0,166,49,0,156,234,0,0,216,0,0
0,0,284,42,0,809,805,26,86,0,0,35,56,0,0,0,0,0,0,4227,0
0,0,443,3965,0,208,1517,0,0,0,0,714,91,20,0,0,100,0,0,0,0
214,71,51,0,0,0,0,0,0,120,0,-14,0,14,222,0,0,0,0,0,0
0,0,734,0,0,0,0,0,0,38,0,149,0,24,372,0,22,20,313,0,0
0,0,42,0,0,0,0,0,0,30,167,38,315,42,9,0,39,0,127,0,0
0,0,0,0,0,20,0,0,121,0,0,205,335,0,200,0,0,0,0,2544,0
152,0,48,0,0,0,0,181,0,0,0,25,105,83,0,0,0,0,137,0,0
162,0,0,0,0,593,356,0,0,0,31,273,93,0,209,0,0,0,0,51,0
2669,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
0,150,0,42,0,0,0,0,0,0,0,23,70,65,443,0,0,0,316,0,0
0,210,844,0,0,28,0,0,345,247,0,0,93,0,0,0,0,0,0,4887,0
0,0,0,11083,0,726,0,110,0,440,187,289,134,160,0,0,293,0,0,0,0
0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0,693,0,0,0,68,265,0,0,0,25,12,0,0,0,73,0,0,0,0
0,0,0,0,0,667,0,0,0,0,0,311,340,0,16,0,80,0,0,1154,0
0,148,20,45,0,158,131,245,858,0,58,73,24,38,528,3849,0,0,0,0,0
0,125,112,0,0,0,0,0,270,90,0,314,546,12,101,0,0,0,0,0,0
0,0,89,0,0,514,0,412,0,45,0,0,17,0,0,0,0,0,0,0,0
